trade,id,kind,category,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours,image_note
Carpentry,ca.timber.pine.2x4,MATERIAL,timber,Pine batten 50×100 mm,קורת אורן 50×100 מ״מ,عارضة صنوبر 50×100 ملم,,,
Carpentry,ca.timber.oak.solid,MATERIAL,timber,Solid oak panel,לוח אלון מלא,لوح بلوط مصمت,,,
Carpentry,ca.edge.banding.pvc,MATERIAL,finishing,PVC edge banding,קנט PVC,شريط حواف PVC,,,
Carpentry,ca.veneer.oak,MATERIAL,finishing,Oak veneer,פורניר אלון,قشرة بلوط,,,
Carpentry,ca.screw.wood.4x40,CONSUMABLE,fixings,Wood screw 4×40 mm,בורג לעץ 4×40 מ״מ,برغي خشب 4×40 ملم,,,
Carpentry,ca.screw.confirmat,CONSUMABLE,fixings,Confirmat screw 7×50 mm,בורג קונפירמט 7×50 מ״מ,برغي كونفيرمات 7×50 ملم,,,
Carpentry,ca.nail.finish.50,CONSUMABLE,fixings,Finish nail 50 mm,מסמר גמר 50 מ״מ,مسمار تشطيب 50 ملم,,,
Carpentry,ca.glue.pva,CONSUMABLE,consumables,Wood glue (PVA D3),דבק נגרים D3,غراء خشب D3,,,
Carpentry,ca.hinge.softclose,MATERIAL,hardware,Soft-close concealed hinge,ציר נסתר עם בלימה,مفصّلة مخفية بإغلاق ناعم,,,
Carpentry,ca.slide.undermount,MATERIAL,hardware,Undermount drawer slides,מסילות מגירה נסתרות,سكك أدراج مخفية,,,
Carpentry,ca.handle.bar,MATERIAL,hardware,Bar handle,ידית מוט,مقبض عمودي,,,
Carpentry,ca.tool.circular_saw,TOOL,power-tools,Circular saw,מסור עגול,منشار دائري,,,
Carpentry,ca.tool.table_saw,TOOL,power-tools,Table saw,שולחן ניסור,منشار طاولة,,,
Carpentry,ca.tool.jigsaw,TOOL,power-tools,Jigsaw,מסור אנכי,منشار عمودي (أركيت),,,
Carpentry,ca.tool.router,TOOL,power-tools,Router,ראוטר (קופיה),راوتر (فرايز),,,
Carpentry,ca.tool.drill_driver,TOOL,power-tools,Cordless drill / driver,מברגה־מקדחה נטענת,مثقاب ومفك شحن,,,
Carpentry,ca.tool.orbital_sander,TOOL,power-tools,Random orbit sander,מלטשת אקסצנטרית,جلاخة مدارية عشوائية,,,
Carpentry,ca.tool.chisel_set,TOOL,hand-tools,Chisel set,סט אזמלים,طقم أزاميل,,,
Carpentry,ca.tool.clamps,TOOL,hand-tools,Bar clamps,מלחציים מוט,مشابك عمودية,,,
Carpentry,ca.tool.square,TOOL,measuring,Try square,זווית נגרים,زاوية نجّار,,,
Carpentry,ca.tool.tape,TOOL,measuring,Tape measure 5 m,סרט מדידה 5 מ׳,شريط قياس 5 م,,,
Carpentry,ca.safety.goggles,SAFETY,ppe,Safety glasses,משקפי מגן,نظارات أمان,,,
Carpentry,ca.safety.ear_defenders,SAFETY,ppe,Ear defenders,אוזניות מגן,واقيات أذن,,,
Carpentry,ca.safety.dust_extractor,SAFETY,ppe,M-class dust extractor,שואב אבק דרגה M,شافط غبار درجة M,,,
Carpentry,ca.door.internal.solid,MATERIAL,fixtures,"Internal door, solid core",דלת פנים מלאה,باب داخلي مصمت,,,
Carpentry,ca.door.internal.hollow,MATERIAL,fixtures,"Internal door, hollow core",דלת פנים חלולה,باب داخلي مفرّغ,,,
Carpentry,ca.door.fire.60,MATERIAL,fixtures,"Fire door, 60 minutes",דלת אש 60 דקות,باب حريق 60 دقيقة,,,
Carpentry,ca.door.security.steel,MATERIAL,fixtures,Security entrance door,דלת ביטחון,باب أمان (حديد),,,
Carpentry,ca.frame.door.metal,MATERIAL,fixtures,Metal door frame,משקוף מתכת,حلق باب حديد,,,
Carpentry,ca.frame.door.wood,MATERIAL,fixtures,Timber door frame,משקוף עץ,حلق باب خشب,,,
Carpentry,ca.architrave,MATERIAL,finishing,Architrave / casing,חיפוי משקוף,براويز الباب,,,
Carpentry,ca.hinge.door,MATERIAL,hardware,Door hinge,ציר דלת,مفصلة باب,,,
Carpentry,ca.lock.cylinder,MATERIAL,hardware,Cylinder lock,מנעול צילינדר,قفل سلندر,,,
Carpentry,ca.closer.door,MATERIAL,hardware,Door closer,מחזיר שמן,مغلاق باب (زنبرك),,,
Carpentry,ca.strip.intumescent,MATERIAL,hardware,Intumescent seal strip,פס תופח לדלת אש,شريط منتفخ لباب الحريق,,,
Carpentry,ca.threshold.drop,MATERIAL,hardware,Drop-down threshold seal,אטם סף נשלף,عتبة عزل منسدلة,,,
Carpentry,ca.skirting.mdf,MATERIAL,finishing,MDF skirting,פנל MDF,وزرة MDF,,,
Carpentry,ca.kitchen.carcass,MATERIAL,fixtures,Kitchen carcass unit,גוף ארון מטבח,هيكل خزانة مطبخ,,,
Carpentry,ca.worktop.laminate,MATERIAL,finishes,Laminate worktop,משטח עבודה למינציה,سطح عمل لامينيت,,,
Carpentry,ca.tool.jig.hinge,TOOL,hand-tools,Hinge jig,תבנית לצירים,قالب المفصلات,,,
Carpentry,ca.tool.saw.track,TOOL,power-tools,Plunge saw with track,מסור שקיעה עם מסילה,منشار غاطس مع سكة,,,
Carpentry,ca.tool.clamp.sash,TOOL,hand-tools,Sash clamp,מלחציים ארוכים,ملزمة طويلة,,,
Carpentry,ca.tool.planer.door,TOOL,power-tools,Door planer,מקצועה חשמלית,مسحاج كهربائي,,,
Earthworks & demolition,ew.aggregate.base,MATERIAL,aggregates,Crushed base course,מצע סוג א׳,بيسة أساس مكسّرة,,,
Earthworks & demolition,ew.sand.fill,MATERIAL,aggregates,Fill sand,חול מילוי,رمل ردم,,,
Earthworks & demolition,ew.geotextile,MATERIAL,waterproofing,Geotextile separation fabric,בד גיאוטכני,قماش جيوتكستايل,,,
Earthworks & demolition,ew.pipe.drain.perf,MATERIAL,drainage,Perforated drainage pipe,צינור ניקוז מחורר,ماسورة تصريف مثقّبة,,,
Earthworks & demolition,ew.shoring.trench.box,MATERIAL,site-equipment,Trench shoring box,תיבת דיפון לתעלה,صندوق تدعيم الخندق,,,
Earthworks & demolition,ew.plate.road,MATERIAL,site-equipment,Road plate,לוח פלדה לכביש,بليتة طريق,,,
Earthworks & demolition,ew.tool.compactor.plate,TOOL,site-equipment,Plate compactor,מהדק פלטה,دكّاكة صفيحة,,,
Earthworks & demolition,ew.tool.compactor.rammer,TOOL,site-equipment,Trench rammer,מהדק תעלות,دكّاكة خنادق (ضفدع),,,
Earthworks & demolition,ew.tool.level.rotary,TOOL,measuring,Rotary laser and staff,לייזר סיבובי ומוט,ليزر دوّار مع مسطرة,,,
Earthworks & demolition,ew.tool.cat.genny,TOOL,measuring,Cable avoidance tool (CAT & genny),גלאי תשתיות תת־קרקעיות,جهاز كشف الخدمات تحت الأرض,,,
Rebar & formwork,rb.bar.ribbed.12,MATERIAL,reinforcement,Ribbed rebar Ø12,מוט מצולע Ø12,حديد مضلّع Ø12,,,
Rebar & formwork,rb.bar.ribbed.16,MATERIAL,reinforcement,Ribbed rebar Ø16,מוט מצולע Ø16,حديد مضلّع Ø16,,,
Rebar & formwork,rb.bar.ribbed.20,MATERIAL,reinforcement,Ribbed rebar Ø20,מוט מצולע Ø20,حديد مضلّع Ø20,,,
Rebar & formwork,rb.mesh.welded,MATERIAL,reinforcement,Welded reinforcement mesh,רשת ברזל מרותכת,شبك حديد ملحوم,,,
Rebar & formwork,rb.stirrup,MATERIAL,reinforcement,Stirrup (link),חישוק,كانة (استربة),,,
Rebar & formwork,rb.spacer.concrete,MATERIAL,reinforcement,Concrete spacer / chair,שומר מרחק בטון,فاصل باطون (بسكوت),,,
Rebar & formwork,rb.wire.tying,CONSUMABLE,consumables,Tying wire,חוט קשירה,سلك ربط,,,
Rebar & formwork,rb.coupler.threaded,MATERIAL,reinforcement,Threaded rebar coupler,מצמד הברגה למוט,وصلة حديد ملولبة,,,
Rebar & formwork,rb.dowel.chemical,MATERIAL,fixings,Chemical anchor / rebar dowel,עוגן כימי,مثبّت كيماوي (شناكل),,,
Rebar & formwork,rb.tool.bender.bar,TOOL,power-tools,Rebar bender,מכופף ברזל,ثنّاية حديد,,,
Rebar & formwork,rb.tool.cutter.bar,TOOL,power-tools,Rebar cutter,חותך ברזל,قصّاصة حديد,,,
Rebar & formwork,rb.tool.tying.hook,TOOL,hand-tools,Tying hook / twister,וו קשירה,خطّاف ربط الحديد,,,
Rebar & formwork,rb.tool.cover.meter,TOOL,measuring,Cover meter / rebar scanner,גלאי ברזל ומדידת כיסוי,جهاز كشف الحديد وقياس الغطاء,,,
Concrete works,cn.readymix.b30,MATERIAL,concrete,Ready-mix concrete B30,בטון מובא ב-30,باطون جاهز B30,,,
Concrete works,cn.readymix.b40,MATERIAL,concrete,Ready-mix concrete B40,בטון מובא ב-40,باطون جاهز B40,,,
Concrete works,cn.formwork.panel,MATERIAL,timber,Formwork panel,לוח תבנית,لوح طوبار,,,
Concrete works,cn.formwork.prop,MATERIAL,site-equipment,Adjustable prop,תמוכה מתכווננת,دعامة قابلة للضبط,,,
Concrete works,cn.formwork.tie,MATERIAL,fixings,Formwork tie rod,מוט קשירה לתבנית,قضيب ربط الطوبار,,,
Concrete works,cn.release.agent,CONSUMABLE,consumables,Formwork release agent,שמן תבניות,زيت طوبار,,,
Concrete works,cn.admix.plasticiser,MATERIAL,concrete,Plasticiser admixture,מוסף מפלסטיסייזר,مادة ملدّنة,,,
Concrete works,cn.curing.compound,MATERIAL,concrete,Curing compound,חומר אשפרה,مادة معالجة الباطون,,,
Concrete works,cn.waterstop.pvc,MATERIAL,waterproofing,PVC waterstop,ווטרסטופ PVC,ووتر ستوب PVC,,,
Concrete works,cn.tool.vibrator.poker,TOOL,power-tools,Concrete poker vibrator,ויברטור מחט,هزّاز باطون (إبرة),,,
Concrete works,cn.tool.power.float,TOOL,power-tools,Power float,מחליק בטון,هيليكوبتر تنعيم الباطون,,,
Concrete works,cn.tool.screed.vibrating,TOOL,power-tools,Vibrating screed,סרגל רוטט,قدّة هزّازة,,,
Concrete works,cn.tool.slump.cone,TOOL,measuring,Slump cone set,ערכת קונוס שקיעה,طقم مخروط الهبوط (سلامب),,,
Concrete works,cn.tool.cube.mould,TOOL,measuring,Concrete cube mould,תבנית קובייה לבדיקה,قالب مكعّب فحص,,,
Concrete works,cn.tool.core.drill,TOOL,power-tools,Diamond core drill,מקדח ליבה יהלום,دريل كور ألماس,,,
Structural steel,sw.beam.ipe,MATERIAL,reinforcement,Steel beam IPE,קורת פלדה IPE,جسر حديد IPE,,,
Structural steel,sw.hollow.section,MATERIAL,reinforcement,Rectangular hollow section,פרופיל מלבני חלול,بروفيل مجوّف مستطيل,,,
Structural steel,sw.plate.base,MATERIAL,reinforcement,Base plate,לוחית בסיס,بليتة قاعدة,,,
Structural steel,sw.bolt.hsfg,MATERIAL,fixings,High-strength structural bolt,בורג מבני בעל חוזק גבוה,برغي إنشائي عالي المقاومة,,,
Structural steel,sw.deck.metal,MATERIAL,boards,Metal deck sheet,פח לרצפה משתפת,صاج ديك معدني,,,
Structural steel,sw.paint.intumescent,MATERIAL,paint,Intumescent fire paint,צבע תופח נגד אש,دهان منتفخ مقاوم للحريق,,,
Structural steel,sw.primer.zinc,MATERIAL,primer,Zinc-rich primer,יסוד עשיר אבץ,برايمر غني بالزنك,,,
Structural steel,sw.tool.welder.mig,TOOL,power-tools,MIG welder,מכונת ריתוך MIG,ماكينة لحام MIG,,,
Structural steel,sw.tool.welder.stick,TOOL,power-tools,Stick (MMA) welder,מכונת ריתוך אלקטרודה,ماكينة لحام إلكترود,,,
Structural steel,sw.consum.electrode,CONSUMABLE,consumables,Welding electrodes,אלקטרודות ריתוך,إلكترودات لحام,,,
Structural steel,sw.tool.torque.wrench,TOOL,hand-tools,Torque wrench,מפתח מומנט,مفتاح عزم,,,
Structural steel,sw.tool.mag.drill,TOOL,power-tools,Magnetic base drill,מקדחה מגנטית,دريل بقاعدة مغناطيسية,,,
Structural steel,sw.ppe.welding.mask,SAFETY,ppe,Auto-darkening welding mask,מסכת ריתוך אוטומטית,قناع لحام أوتوماتيكي,,,
Structural steel,sw.ppe.fire.blanket,SAFETY,ppe,Welding fire blanket,שמיכת אש לריתוך,بطانية حريق للحام,,,
Masonry & blockwork,ms.block.concrete.20,MATERIAL,masonry,Concrete block 20 cm,בלוק בטון 20 ס״מ,بلوك باطون 20 سم,,,
Masonry & blockwork,ms.block.concrete.10,MATERIAL,masonry,Concrete block 10 cm,בלוק בטון 10 ס״מ,بلوك باطون 10 سم,,,
Masonry & blockwork,ms.block.thermal,MATERIAL,masonry,Thermal block (ytong/aerated),בלוק תרמי / איטונג,بلوك حراري (يتونغ),,,
Masonry & blockwork,ms.block.hollow.clay,MATERIAL,masonry,Hollow clay block,בלוק חרס חלול,طوب فخار مفرّغ,,,
Masonry & blockwork,ms.brick.silicate,MATERIAL,masonry,Silicate brick,לבנת סיליקט,طوب سيليكات,,,
Masonry & blockwork,ms.mortar.masonry,MATERIAL,binders,Masonry mortar,טיט בנייה,مونة بناء,,,
Masonry & blockwork,ms.lintel.precast,MATERIAL,masonry,Precast lintel,משקוף טרומי,عتب جاهز,,,
Masonry & blockwork,ms.tie.wall,MATERIAL,fixings,Wall tie / connector,מקשר קיר,رابط حائط,,,
Masonry & blockwork,ms.tool.trowel.brick,TOOL,hand-tools,Brick trowel,כף בנאי,مالج بناء,,,
Masonry & blockwork,ms.tool.line.block,TOOL,hand-tools,Line blocks and string,בלוקי חוט ומיתר,بكرات خيط البناء,,,
Masonry & blockwork,ms.tool.saw.block,TOOL,power-tools,Block saw,מסור בלוקים,منشار بلوك,,,
Masonry & blockwork,ms.tool.level.spirit,TOOL,measuring,Spirit level 120 cm,פלס 120 ס״מ,ميزان ماء 120 سم,,,
Low voltage & ELV,elv.cable.cat6,MATERIAL,cables,Cat6 U/UTP data cable,כבל תקשורת Cat6,كابل شبكة Cat6,,,
Low voltage & ELV,elv.cable.cat6a.ftp,MATERIAL,cables,Cat6A F/UTP data cable,כבל תקשורת Cat6A מסוכך,كابل شبكة Cat6A مدرّع,,,
Low voltage & ELV,elv.cable.coax.rg6,MATERIAL,cables,Coaxial cable RG6,כבל קואקסיאלי RG6,كابل كواكسيال RG6,,,
Low voltage & ELV,elv.cable.fire.alarm,MATERIAL,cables,Fire-resistant alarm cable,כבל גילוי אש חסין אש,كابل إنذار مقاوم للحريق,,,
Low voltage & ELV,elv.cable.fibre.om4,MATERIAL,cables,"Fibre optic, OM4 multimode",סיב אופטי OM4,ألياف ضوئية OM4,,,
Low voltage & ELV,elv.patch.panel.24,MATERIAL,accessories,"Patch panel, 24 port",פאנל תקשורת 24 יציאות,باتش بانل 24 مخرج,,,
Low voltage & ELV,elv.rack.19.42u,MATERIAL,accessories,"19"" cabinet, 42U","ארון תקשורת 19"" ‏42U",كابينة 19 إنش ‏42U,,,
Low voltage & ELV,elv.outlet.rj45,MATERIAL,fixtures,RJ45 data outlet,שקע תקשורת RJ45,بريزة شبكة RJ45,,,
Low voltage & ELV,elv.camera.dome.ip,MATERIAL,fixtures,IP dome camera,מצלמת IP כיפה,كاميرا IP قبّة,,,
Low voltage & ELV,elv.camera.bullet.ip,MATERIAL,fixtures,IP bullet camera,מצלמת IP צינור,كاميرا IP بوليت,,,
Low voltage & ELV,elv.nvr.16ch,MATERIAL,units,"Network video recorder, 16 channel",מקליט וידאו רשת 16 ערוצים,مسجّل شبكي 16 قناة,,,
Low voltage & ELV,elv.intercom.panel,MATERIAL,fixtures,Entry intercom panel,לוח אינטרקום כניסה,لوحة إنترکوم المدخل,,,
Low voltage & ELV,elv.intercom.handset,MATERIAL,fixtures,Intercom handset,שפופרת אינטרקום,سمّاعة إنترکوم,,,
Low voltage & ELV,elv.fire.detector.smoke,MATERIAL,fixtures,Addressable smoke detector,גלאי עשן כתובתי,كاشف دخان معنون,,,
Low voltage & ELV,elv.fire.detector.heat,MATERIAL,fixtures,Addressable heat detector,גלאי חום כתובתי,كاشف حرارة معنون,,,
Low voltage & ELV,elv.fire.sounder,MATERIAL,fixtures,Sounder / beacon,צופר ונצנץ,صفارة وفلاش إنذار,,,
Low voltage & ELV,elv.fire.callpoint,MATERIAL,fixtures,Manual call point,לחצן אזעקה ידני,زر إنذار يدوي,,,
Low voltage & ELV,elv.fire.panel,MATERIAL,units,Fire alarm control panel,רכזת גילוי אש,لوحة تحكم إنذار الحريق,,,
Low voltage & ELV,elv.access.reader,MATERIAL,fixtures,Access control reader,קורא בקרת כניסה,قارئ تحكم بالدخول,,,
Low voltage & ELV,elv.access.maglock,MATERIAL,hardware,Magnetic door lock,מנעול מגנטי,قفل مغناطيسي,,,
Low voltage & ELV,elv.tv.amplifier,MATERIAL,units,TV distribution amplifier,מגבר טלוויזיה,مضخّم توزيع تلفزيون,,,
Low voltage & ELV,elv.tool.lan.tester,TOOL,measuring,LAN cable tester,בודק כבלי רשת,فاحص كابلات شبكة,,,
Low voltage & ELV,elv.tool.certifier,TOOL,measuring,Cable certifier (Cat6A),מאשר תשתית תקשורת,جهاز اعتماد الكابلات Cat6A,,,
Low voltage & ELV,elv.tool.punch.down,TOOL,hand-tools,Punch-down tool (110/krone),כלי נעיצה 110,أداة تثبيت 110/كرون,,,
Low voltage & ELV,elv.tool.crimp.rj45,TOOL,hand-tools,RJ45 crimping tool,מלחץ RJ45,كماشة كبس RJ45,,,
Low voltage & ELV,elv.tool.fibre.splicer,TOOL,power-tools,Fusion splicer,מחבר סיבים בהיתוך,جهاز لحام ألياف ضوئية,,,
Low voltage & ELV,elv.tool.otdr,TOOL,measuring,OTDR,מודד OTDR,جهاز OTDR,,,
Waterproofing & insulation,wp.membrane.bitumen,MATERIAL,waterproofing,Torch-on bitumen membrane,יריעה ביטומנית,رول بيتومين بالحرق,,,
Waterproofing & insulation,wp.membrane.tpo,MATERIAL,waterproofing,TPO single-ply membrane,יריעת TPO,غشاء TPO,,,
Waterproofing & insulation,wp.liquid.cement,MATERIAL,waterproofing,Cementitious waterproofing slurry,איטום צמנטי,عزل إسمنتي,,,
Waterproofing & insulation,wp.liquid.polyurethane,MATERIAL,waterproofing,Liquid polyurethane membrane,איטום פוליאוריטן נוזלי,عزل بولي يوريثان سائل,,,
Waterproofing & insulation,wp.primer.bitumen,MATERIAL,primer,Bitumen primer,יסוד ביטומני,برايمر بيتوميني,,,
Waterproofing & insulation,wp.tape.corner,MATERIAL,waterproofing,Sealing tape for corners,סרט איטום לפינות,شريط عزل الزوايا,,,
Waterproofing & insulation,wp.insulation.xps,MATERIAL,insulation,XPS insulation board,לוח בידוד XPS,لوح عزل XPS,,,
Waterproofing & insulation,wp.drain.roof,MATERIAL,drainage,Roof drain outlet,מחסום גג,مصرف سطح,,,
Waterproofing & insulation,wp.tool.torch.gas,TOOL,power-tools,Roofing gas torch,מבער גז לאיטום,شعّالة غاز للعزل,,,
Waterproofing & insulation,wp.tool.roller.spike,TOOL,hand-tools,Spiked roller,גלגלת קוצים,رول مسنّن,,,
Waterproofing & insulation,wp.tool.flood.test,TOOL,measuring,Flood test kit,ערכת בדיקת הצפה,طقم فحص الغمر,,,
Plastering & screed,ps.mortar.render.base,MATERIAL,binders,Base render mortar,טיט הרבצה,مونة لياسة أساس,,,
Plastering & screed,ps.mortar.render.finish,MATERIAL,binders,Finish render,טיח גמר,لياسة تشطيب,,,
Plastering & screed,ps.plaster.gypsum,MATERIAL,binders,Gypsum plaster,טיח גבס,جبصين لياسة,,,
Plastering & screed,ps.skim.filler,MATERIAL,preparation,Skim / fine filler,שפכטל גמר,معجون تشطيب ناعم,,,
Plastering & screed,ps.bonding.agent,MATERIAL,primer,Bonding agent / key coat,יסוד הצמדה,مادة ربط (بونديج),,,
Plastering & screed,ps.mesh.render,MATERIAL,reinforcement,Render reinforcing mesh,רשת חיזוק לטיח,شبك تقوية اللياسة,,,
Plastering & screed,ps.bead.corner.render,MATERIAL,finishing,Render corner bead,פינת טיח,زاوية لياسة,,,
Plastering & screed,ps.screed.floor,MATERIAL,binders,Floor screed,מדה לרצפה,مونة أرضيات (سكريد),,,
Plastering & screed,ps.screed.self.level,MATERIAL,binders,Self-levelling compound,מדה מתפלסת,مونة ذاتية التسوية,,,
Plastering & screed,ps.tool.hawk,TOOL,hand-tools,Plasterer’s hawk,לוח נשיאה,لوح حمل المونة,,,
Plastering & screed,ps.tool.trowel.finish,TOOL,hand-tools,Finishing trowel,כף גמר,مالج تشطيب,,,
Plastering & screed,ps.tool.darby,TOOL,hand-tools,Darby / straight edge,סרגל יישור,قدّة تسوية,,,
Plastering & screed,ps.tool.sponge.float,TOOL,hand-tools,Sponge float,מגלף ספוג,مالج إسفنج,,,
Plastering & screed,ps.tool.render.pump,TOOL,power-tools,Render spray pump,משאבת התזת טיח,مضخة رشّ لياسة,,,
Plastering & screed,ps.tool.mixer.forced,TOOL,site-equipment,Forced-action mixer,מערבל כפוי,خلّاطة قسرية,,,
Tiling & marble,tl.tile.porcelain.60x60,MATERIAL,finishes,Porcelain tile 60×60,אריח פורצלן 60×60,بلاط بورسلان 60×60,,,
Tiling & marble,tl.tile.porcelain.120x60,MATERIAL,finishes,Porcelain tile 120×60,אריח פורצלן 120×60,بلاط بورسلان 120×60,,,
Tiling & marble,tl.tile.ceramic.wall,MATERIAL,finishes,Ceramic wall tile,אריח קרמיקה לקיר,سيراميك حيطان,,,
Tiling & marble,tl.tile.mosaic,MATERIAL,finishes,Mosaic sheet,פסיפס,فسيفساء (موزاييك),,,
Tiling & marble,tl.tile.terrazzo,MATERIAL,finishes,Terrazzo tile,אריח טראצו,بلاط تيرازو,,,
Tiling & marble,tl.adhesive.c2te,MATERIAL,binders,Tile adhesive C2TE,דבק אריחים C2TE,لاصق بلاط C2TE,,,
Tiling & marble,tl.grout.cg2,MATERIAL,binders,Tile grout CG2,רובה CG2,قصارة بلاط CG2,,,
Tiling & marble,tl.grout.epoxy,MATERIAL,binders,Epoxy grout,רובה אפוקסי,قصارة إيبوكسي,,,
Tiling & marble,tl.silicone.sanitary,CONSUMABLE,consumables,Sanitary silicone,סיליקון סניטרי,سيليكون صحي,,,
Tiling & marble,tl.profile.schluter,MATERIAL,finishing,Tile trim profile,פרופיל סיום לאריח,بروفيل إنهاء البلاط,,,
Tiling & marble,tl.uncoupling.membrane,MATERIAL,waterproofing,Uncoupling membrane,יריעת ניתוק,غشاء فصل الحركة,,,
Tiling & marble,tl.levelling.clips,CONSUMABLE,consumables,Levelling clips and wedges,קליפסים ליישור אריחים,مشابك وأسافين تسوية,,,
Tiling & marble,tl.tool.cutter.manual,TOOL,hand-tools,Manual tile cutter,חותך אריחים ידני,قصّاصة بلاط يدوية,,,
Tiling & marble,tl.tool.saw.wet,TOOL,power-tools,Wet tile saw,מסור אריחים רטוב,منشار بلاط مبلّل,,,
Tiling & marble,tl.tool.trowel.notched,TOOL,hand-tools,Notched trowel,כף משוננת,مالج مسنّن,,,
Tiling & marble,tl.tool.mixer.paddle,TOOL,power-tools,Mixing drill with paddle,מערבל עם מוט ערבוב,دريل خلط مع ريشة,,,
Tiling & marble,tl.tool.suction.cup,TOOL,hand-tools,Tile suction cup,כוס ואקום לאריח,كأس شفط بلاط,,,
Tiling & marble,tl.tool.laser.floor,TOOL,measuring,Floor laser / level,לייזר לרצפה,ليزر أرضيات,,,
Drywall & gypsum,gb.board.standard.12_5,MATERIAL,boards,"Plasterboard, standard 12.5 mm",לוח גבס רגיל 12.5 מ״מ,لوح جبس عادي 12.5 ملم,,,
Drywall & gypsum,gb.board.moisture.12_5,MATERIAL,boards,"Plasterboard, moisture-resistant (green)",לוח גבס עמיד לחות (ירוק),لوح جبس مقاوم للرطوبة (أخضر),,,
Drywall & gypsum,gb.board.fire.15,MATERIAL,boards,"Plasterboard, fire-rated (pink) 15 mm",לוח גבס חסין אש (ורוד) 15 מ״מ,لوح جبس مقاوم للحريق (وردي) 15 ملم,,,
Drywall & gypsum,gb.board.acoustic,MATERIAL,boards,Acoustic plasterboard,לוח גבס אקוסטי,لوح جبس عازل للصوت,,,
Drywall & gypsum,gb.board.cement,MATERIAL,boards,Cement board,לוח צמנטבורד,لوح سمنت بورد,,,
Drywall & gypsum,gb.stud.c.70,MATERIAL,fixings,Metal stud C-70,פרופיל C-70,بروفيل C-70,,,
Drywall & gypsum,gb.track.u.70,MATERIAL,fixings,Metal track U-70,מסילה U-70,مسار U-70,,,
Drywall & gypsum,gb.hanger.ceiling,MATERIAL,fixings,Ceiling hanger and spring clip,תלייה לתקרה עם קפיץ,علّاقة سقف مع زنبرك,,,
Drywall & gypsum,gb.grid.t24,MATERIAL,fixings,"Suspended ceiling grid, T24",שלד תקרה אקוסטית T24,شبكة سقف معلّق T24,,,
Drywall & gypsum,gb.tile.mineral.60x60,MATERIAL,boards,Mineral ceiling tile 60×60,אריח תקרה מינרלי 60×60,بلاطة سقف معدنية 60×60,,,
Drywall & gypsum,gb.corner.bead,MATERIAL,finishing,Corner bead,פינת מגן,زاوية حماية (كورنر),,,
Drywall & gypsum,gb.tape.paper,CONSUMABLE,finishing,"Joint tape, paper",סרט חיזוק לרובה,شريط تقوية ورقي,,,
Drywall & gypsum,gb.tape.mesh,CONSUMABLE,finishing,"Joint tape, fibreglass mesh",סרט רשת פיברגלס,شريط شبك فايبر,,,
Drywall & gypsum,gb.compound.joint,MATERIAL,finishing,Jointing compound,שפכטל למישקים,معجون فواصل (جبصين),,,
Drywall & gypsum,gb.screw.drywall.25,CONSUMABLE,fixings,Drywall screw 25 mm,בורג גבס 25 מ״מ,برغي جبس 25 ملم,,,
Drywall & gypsum,gb.insulation.rockwool,MATERIAL,insulation,"Rock wool infill, 50 mm",צמר סלעים 50 מ״מ,صوف صخري 50 ملم,,,
Drywall & gypsum,gb.access.hatch,MATERIAL,hardware,Ceiling access hatch,דלת שירות לתקרה,فتحة صيانة للسقف,,,
Drywall & gypsum,gb.tool.screwgun,TOOL,power-tools,Drywall screwgun with depth stop,מברגת גבס עם עומק,دريل جبس بمحدّد عمق,,,
Drywall & gypsum,gb.tool.board.lifter,TOOL,site-equipment,Panel lifter,מרים לוחות,رافعة ألواح,,,
Drywall & gypsum,gb.tool.rasp,TOOL,hand-tools,Board rasp / edge plane,משוף לוחות,مبرد ألواح,,,
Drywall & gypsum,gb.tool.knife.taping,TOOL,hand-tools,Taping knife set,ערכת סכיני שפכטל,طقم سكاكين معجون,,,
Drywall & gypsum,gb.tool.stilts,TOOL,access,Drywall stilts,קביים לגבס,ركائز جبس (ستيلتس),,,
Stonework & cladding,st.stone.jerusalem.slab,MATERIAL,finishes,"Jerusalem stone slab, sawn",לוח אבן ירושלמית מנוסרת,لوح حجر قدسي منشور,,,
Stonework & cladding,st.stone.tobzeh,MATERIAL,finishes,Tobzeh (bush-hammered) stone,אבן טובזה,حجر طبزة,,,
Stonework & cladding,st.stone.msamsam,MATERIAL,finishes,Msamsam (chiselled) stone,אבן מסמסם,حجر مسمسم,,,
Stonework & cladding,st.stone.mafjar,MATERIAL,finishes,Mafjar (split-face) stone,אבן מפג׳ר,حجر مفجّر,,,
Stonework & cladding,st.stone.marble.slab,MATERIAL,finishes,Marble slab,לוח שיש,لوح رخام,,,
Stonework & cladding,st.stone.granite.slab,MATERIAL,finishes,Granite slab,לוח גרניט,لوح جرانيت,,,
Stonework & cladding,st.sill.window.stone,MATERIAL,finishes,Stone window sill,אדן חלון אבן,عتبة شباك حجر,,,
Stonework & cladding,st.anchor.stainless,MATERIAL,fixings,Stainless steel stone anchor,עוגן אבן נירוסטה,مثبّت حجر ستانلس,,,
Stonework & cladding,st.mortar.stone,MATERIAL,binders,Stone-setting mortar,טיט לאבן,مونة تثبيت الحجر,,,
Stonework & cladding,st.grout.stone,MATERIAL,binders,Stone pointing grout,רובה לאבן,قصارة فواصل الحجر,,,
