trade,kind,id,context,english,hebrew_draft,arabic_draft,hebrew_yours,arabic_yours
Earthworks & demolition,safety check,sf.ew.services.2,CRITICAL — blocks sign-off,Ground scanned with a cable avoidance tool along the whole line,הקרקע נסרקה בגלאי תשתיות לאורך כל הקו,الأرض ممسوحة بجهاز كشف الخدمات على طول الخط,,
Earthworks & demolition,safety check,sf.ew.services.3,CRITICAL — blocks sign-off,Live services marked on the ground and hand-dug to expose,תשתיות חיות סומנו על הקרקע ונחשפו בחפירת יד,الخدمات الحية معلّمة على الأرض ومكشوفة بالحفر اليدوي,,
Earthworks & demolition,safety check,sf.ew.services.4,,"Emergency numbers for gas, water and electricity to hand","מספרי חירום לגז, מים וחשמל זמינים",أرقام الطوارئ للغاز والماء والكهرباء بالمتناول,,
Earthworks & demolition,checklist title,sf.ew.trench,must be done before work,Entering an excavation,כניסה לחפירה,الدخول إلى الحفرة,,
Earthworks & demolition,safety check,sf.ew.trench.1,CRITICAL — blocks sign-off,"Sides supported, battered or benched — never left vertical and unsupported","הדפנות נתמכות, משופעות או מדורגות — לעולם לא אנכיות ללא תמיכה",الجوانب مدعومة أو مائلة أو مدرّجة — لا تُترك عمودية بلا دعم,,
Earthworks & demolition,safety check,sf.ew.trench.2,CRITICAL — blocks sign-off,Inspected today by a competent person and the register signed,נבדקה היום על ידי אדם מוסמך והפנקס נחתם,مفحوصة اليوم من قبل شخص مؤهل والسجل موقّع,,
Earthworks & demolition,safety check,sf.ew.trench.3,CRITICAL — blocks sign-off,Ladder or ramp within reach of anybody inside,סולם או רמפה בהישג יד לכל מי שבפנים,سلّم أو منحدر في متناول كل من في الداخل,,
Earthworks & demolition,safety check,sf.ew.trench.4,CRITICAL — blocks sign-off,"Spoil, plant and stored material set back from the edge","ערמות עפר, ציוד וחומר מאוחסן מרוחקים מהשפה",الأتربة والمعدات والمواد المخزّنة مُبعدة عن الحافة,,
Earthworks & demolition,safety check,sf.ew.trench.5,,Atmosphere tested where the trench is deep or near a drain,האטמוספרה נבדקה בחפירה עמוקה או ליד ביוב,الجو مفحوص في الحفرة العميقة أو قرب المجاري,,
Earthworks & demolition,template name,tpl.ew.foundation,,Foundation excavation and base,חפירת יסודות ומצע,حفر الأساسات والبيسة,,
Earthworks & demolition,template description,tpl.ew.foundation,,"Scanned, dug, supported and compacted, with the trench inspected before anybody enters it.","נסרק, נחפר, נתמך והודק, עם בדיקת התעלה לפני כניסת אדם.",ممسوح ومحفور ومدعوم ومدكوك، مع فحص الخندق قبل دخول أي شخص.,,
Earthworks & demolition,template task,tpl.ew.ft.1,step 1,Scan the line for services and hand-dig to expose what is found,סריקת הקו לאיתור תשתיות וחפירת יד לחשיפתן,مسح الخط للخدمات والحفر اليدوي لكشف ما يُوجد,,
Earthworks & demolition,template task,tpl.ew.ft.2,step 2,"Excavate to level, keeping spoil back from the edge","חפירה למפלס, עם ערמות מרוחקות מהשפה",الحفر للمنسوب مع إبعاد الأتربة عن الحافة,,
Earthworks & demolition,template task,tpl.ew.ft.3,step 3,Support the sides before anybody goes in,תמיכת הדפנות לפני כניסת אדם,دعم الجوانب قبل دخول أي شخص,,
Earthworks & demolition,template task,tpl.ew.ft.4,step 4,"Inspect and sign the register — daily, and after rain",בדיקה וחתימת הפנקס — יומית ואחרי גשם,الفحص وتوقيع السجل — يومياً وبعد المطر,,
Earthworks & demolition,template task,tpl.ew.ft.5,step 5,"Lay geotextile, drainage and base, then compact in layers","הנחת בד גיאוטכני, ניקוז ומצע, והידוק בשכבות",فرش الجيوتكستايل والتصريف والبيسة، ثم الدك بطبقات,,
Rebar & formwork,checklist title,sf.rb.impale,must be done before work,Projecting bar and impalement,מוטות בולטים וסכנת שיפוד,الحديد البارز وخطر الاختراق,,
Rebar & formwork,safety check,sf.rb.impale.1,CRITICAL — blocks sign-off,"Every upstanding bar capped, or the area is fenced off","כל מוט זקוף מכוסה, או שהאזור מגודר",كل قضيب قائم مغطّى، أو المنطقة مسيّجة,,
Rebar & formwork,safety check,sf.rb.impale.2,CRITICAL — blocks sign-off,No unprotected bar under any route anybody walks or works above,אין מוט לא מוגן מתחת למסלול הליכה או עבודה מעליו,لا قضيب غير محمي تحت أي مسار يمشي أو يعمل فوقه أحد,,
Rebar & formwork,safety check,sf.rb.impale.3,,"Gloves worn — tying wire ends cut, and the cuts get infected",כפפות מורכבות — קצוות חוט קשירה חותכים והפצעים מזדהמים,قفازات مرتداة — أطراف سلك الربط تجرح والجروح تلتهب,,
Rebar & formwork,checklist title,sf.rb.cover,must be done before work,Before the pour is called,לפני הזמנת היציקה,قبل طلب الصبّة,,
Rebar & formwork,safety check,sf.rb.cover.1,CRITICAL — blocks sign-off,Spacers in place so no bar is cast against the formwork,שומרי מרחק במקומם כך שאף מוט אינו נוצק צמוד לתבנית,الفواصل في مكانها فلا يُصبّ أي قضيب ملاصقاً للطوبار,,
Rebar & formwork,safety check,sf.rb.cover.2,CRITICAL — blocks sign-off,"Bar size, spacing and laps checked against the drawing","קוטר, מרווח וחפיפות נבדקו מול התוכנית",قطر الحديد والتباعد والتراكب مفحوصة مقابل المخطط,,
Rebar & formwork,safety check,sf.rb.cover.3,CRITICAL — blocks sign-off,"Conduit and sleeves cast in before the pour, not chased after","צנרת ושרוולים הוטמעו לפני היציקה, לא נחצבו אחריה",المواسير والأجربة مدفونة قبل الصب، لا تُفنّص بعده,,
Rebar & formwork,safety check,sf.rb.cover.4,,Formwork and props checked by a competent person,תבניות ותמוכות נבדקו על ידי אדם מוסמך,الطوبار والدعامات مفحوصة من قبل شخص مؤهل,,
Rebar & formwork,template name,tpl.rb.slab,,"Suspended slab, formwork and steel",תקרה — תבניות וברזל,سقف — طوبار وحديد,,
Rebar & formwork,template description,tpl.rb.slab,,"Formwork, propping and reinforcement, with everybody's conduit cast in before the pour.","תבניות, תמיכות וזיון, עם צנרת כולם מוטמעת לפני היציקה.",طوبار ودعامات وحديد، مع مواسير الجميع مدفونة قبل الصبّة.,,
Rebar & formwork,template task,tpl.rb.st.1,step 1,"Formwork and props to the design, checked by a competent person","תבניות ותמוכות לפי התכנון, בבדיקת אדם מוסמך",الطوبار والدعامات حسب التصميم، بفحص شخص مؤهل,,
Rebar & formwork,template task,tpl.rb.st.2,step 2,Bottom steel with spacers under every bar,ברזל תחתון עם שומרי מרחק מתחת לכל מוט,الحديد السفلي مع فواصل تحت كل قضيب,,
Rebar & formwork,template task,tpl.rb.st.3,step 3,"Call in every trade for the aqda — conduit, sleeves and drains","זימון כל בעלי המקצוע לעקדה — צנרת, שרוולים וניקוז",استدعاء كل المهن للعقدة — مواسير وأجربة وتصريف,,
Rebar & formwork,template task,tpl.rb.st.4,step 4,"Top steel, then walk the deck and cap every upstand","ברזל עליון, ואז מעבר על התקרה וכיסוי כל מוט זקוף",الحديد العلوي، ثم المرور على السقف وتغطية كل قضيب قائم,,
Rebar & formwork,template task,tpl.rb.st.5,step 5,Sign off cover and spacing before the pour is ordered,אישור כיסוי ומרווחים לפני הזמנת היציקה,اعتماد الغطاء والتباعد قبل طلب الصبّة,,
Concrete works,checklist title,sf.cn.pour,must be done before work,During a pour,במהלך יציקה,أثناء الصبّة,,
Concrete works,safety check,sf.cn.pour.1,CRITICAL — blocks sign-off,"Nobody under the skip, the boom or the hose at any time","אין איש מתחת לדלי, לזרוע או לצינור בשום שלב",لا أحد تحت الدلو أو الذراع أو الخرطوم في أي وقت,,
Concrete works,safety check,sf.cn.pour.2,CRITICAL — blocks sign-off,Formwork and props watched by a named person throughout,תבניות ותמוכות במעקב של אדם מוגדר לאורך היציקה,الطوبار والدعامات تحت مراقبة شخص محدّد طوال الصبّة,,
Concrete works,safety check,sf.cn.pour.3,CRITICAL — blocks sign-off,Eye protection and gloves worn — wet concrete burns,מגן עיניים וכפפות — בטון רטוב כווה,واقي العينين وقفازات — الباطون الرطب يحرق,,
Concrete works,safety check,sf.cn.pour.4,,"Slump taken off the truck before discharge, not after","בדיקת שקיעה נלקחה מהמערבל לפני פריקה, לא אחריה",فحص الهبوط مأخوذ من المكسر قبل التفريغ، لا بعده,,
Concrete works,safety check,sf.cn.pour.5,,No water added on the truck to make it flow,לא הוספו מים במערבל כדי לשפר זרימה,لم يُضف ماء على المكسر لتحسين السيولة,,
Structural steel,checklist title,sf.sw.hotwork,must be done before work,Welding and cutting,ריתוך וחיתוך,اللحام والقص,,
Structural steel,safety check,sf.sw.hotwork.1,CRITICAL — blocks sign-off,Hot work permit issued and in date,היתר עבודה חמה הונפק ובתוקף,تصريح شغل ساخن صادر وساري,,
Structural steel,safety check,sf.sw.hotwork.2,CRITICAL — blocks sign-off,Combustibles removed or covered within the whole spark radius,חומרים דליקים הוסרו או כוסו בכל רדיוס הניצוצות,المواد القابلة للاشتعال أُزيلت أو غُطّيت في كامل نطاق الشرر,,
Structural steel,safety check,sf.sw.hotwork.3,CRITICAL — blocks sign-off,Extinguisher within reach and somebody who can use it,מטף בהישג יד ואדם היודע להפעילו,طفاية بالمتناول وشخص يعرف استعمالها,,
Structural steel,safety check,sf.sw.hotwork.4,CRITICAL — blocks sign-off,Fire watch to continue for a full hour after work stops,שמירת אש תימשך שעה מלאה לאחר סיום העבודה,حراسة الحريق تستمر ساعة كاملة بعد توقّف العمل,,
Structural steel,safety check,sf.sw.hotwork.5,CRITICAL — blocks sign-off,Fume extraction or ventilation where welding galvanised steel,שאיבת אדים או אוורור בריתוך פלדה מגולוונת,شفط الأبخرة أو تهوية عند لحام الحديد المجلفن,,
Structural steel,checklist title,sf.sw.erect,must be done before work,Erecting steel,הקמת קונסטרוקציה,تركيب الهيكل الحديدي,,
Structural steel,safety check,sf.sw.erect.1,CRITICAL — blocks sign-off,Lift plan in place and the appointed person is on site,תוכנית הרמה קיימת והממונה נמצא באתר,خطة الرفع موجودة والمسؤول المعيّن في الموقع,,
Structural steel,safety check,sf.sw.erect.2,CRITICAL — blocks sign-off,Fall arrest anchored to something an engineer has accepted,רתמה מעוגנת לנקודה שמהנדס אישר,حزام السقوط مربوط بنقطة اعتمدها مهندس,,
Structural steel,safety check,sf.sw.erect.3,CRITICAL — blocks sign-off,Member is not released from the crane until it is fully bolted,האלמנט אינו משוחרר מהמנוף עד שהוברג במלואו,العنصر لا يُحرَّر من الرافعة حتى يُبرغى بالكامل,,
Structural steel,safety check,sf.sw.erect.4,,Bolts torqued to the specified figure and recorded,הברגים הודקו למומנט הנדרש והדבר נרשם,البراغي مشدودة للعزم المحدّد ومسجّلة,,
Masonry & blockwork,checklist title,sf.ms.wall,must be done before work,Building a wall,בניית קיר,بناء حائط,,
Masonry & blockwork,safety check,sf.ms.wall.1,CRITICAL — blocks sign-off,Freshly built wall propped or tied before it is left,קיר טרי נתמך או נקשר לפני עזיבתו,الحائط الجديد مدعوم أو مربوط قبل تركه,,
Masonry & blockwork,safety check,sf.ms.wall.2,CRITICAL — blocks sign-off,Block cutting done wet or with extraction,חיתוך בלוקים ברטוב או עם שאיבה,قص البلوك مبلّلاً أو بشفط,,
Masonry & blockwork,safety check,sf.ms.wall.3,CRITICAL — blocks sign-off,"Working platform used above 2 m, not the wall being built","פלטפורמת עבודה מעל 2 מ׳, לא הקיר הנבנה",منصة عمل فوق مترين، لا الحائط الجاري بناؤه,,
Masonry & blockwork,safety check,sf.ms.wall.4,,Blocks stacked at a height that will not topple,בלוקים מוערמים בגובה שאינו קורס,البلوك مكدّس بارتفاع لا ينهار,,
Masonry & blockwork,template name,tpl.ms.wall,,"Block wall, one room",קיר בלוקים לחדר אחד,حائط بلوك لغرفة واحدة,,
Masonry & blockwork,template description,tpl.ms.wall,,"Blockwork with ties, a lintel over every opening, propped until it has gone off.","בנייה עם מקשרים, משקוף מעל כל פתח, נתמכת עד להתקשות.",بناء مع روابط، عتب فوق كل فتحة، مدعوم حتى يشدّ.,,
Masonry & blockwork,template task,tpl.ms.wt.1,step 1,Set out and check the opening sizes against the joinery,סימון ובדיקת מידות הפתחים מול הנגרות,التعليم وفحص مقاسات الفتحات مقابل النجارة,,
Masonry & blockwork,template task,tpl.ms.wt.2,step 2,First course level — everything above follows it,נדבך ראשון מפולס — כל מה שמעליו הולך אחריו,المدماك الأول مستوٍ — كل ما فوقه يتبعه,,
Masonry & blockwork,template task,tpl.ms.wt.3,step 3,Build in ties to the structure as you go,שילוב מקשרים למבנה תוך כדי בנייה,تركيب الروابط بالهيكل أثناء البناء,,
Masonry & blockwork,template task,tpl.ms.wt.4,step 4,"Lintel over every opening, bearing both sides","משקוף מעל כל פתח, עם משען משני הצדדים",عتب فوق كل فتحة، مرتكز من الجهتين,,
Masonry & blockwork,template task,tpl.ms.wt.5,step 5,Prop and leave — do not load it the same day,תמיכה והשארה — לא להעמיס באותו יום,دعم وترك — لا تحميل في نفس اليوم,,
Low voltage & ELV,checklist title,sf.elv.mixed,must be done before work,Low voltage beside mains,מתח נמוך לצד מתח רשת,التيار الخفيف بجانب تيار الشبكة,,
Low voltage & ELV,safety check,sf.elv.mixed.1,CRITICAL — blocks sign-off,Data and mains segregated — the same trunking is not shared,תקשורת ומתח רשת מופרדים — אין שימוש באותה תעלה,الشبكة وتيار القوى مفصولان — لا يُستخدم نفس المجرى,,
Low voltage & ELV,safety check,sf.elv.mixed.2,CRITICAL — blocks sign-off,Any cable of unknown origin treated as live until proved otherwise,כל כבל שמקורו לא ידוע נחשב חי עד שיוכח אחרת,أي كابل مجهول المصدر يُعامل كحيّ حتى يُثبت العكس,,
Low voltage & ELV,safety check,sf.elv.mixed.3,CRITICAL — blocks sign-off,Fire-stopping made good at every wall and floor the cable passes,אטימת אש הושלמה בכל קיר ורצפה שהכבל עובר בהם,سدّ الحريق مُنجز عند كل حائط وأرضية يمر بها الكابل,,
Low voltage & ELV,safety check,sf.elv.mixed.4,,Fibre offcuts collected — a glass shard in a finger does not show on an X-ray,שאריות סיב נאספו — רסיס זכוכית באצבע אינו נראה בצילום,قصاصات الألياف مجموعة — شظية الزجاج في الإصبع لا تظهر بالأشعة,,
Low voltage & ELV,checklist title,sf.elv.commission,,Before a life-safety system is signed over,לפני מסירת מערכת בטיחות חיים,قبل تسليم منظومة سلامة الحياة,,
Low voltage & ELV,safety check,sf.elv.commission.1,CRITICAL — blocks sign-off,"Every detector, sounder and call point tested and the result recorded","כל גלאי, צופר ולחצן נבדקו והתוצאה נרשמה",كل كاشف وصفارة وزر مفحوص والنتيجة مسجّلة,,
Low voltage & ELV,safety check,sf.elv.commission.2,CRITICAL — blocks sign-off,"Cause and effect proved, not assumed from the panel display","סיבה ותוצאה הוכחו, לא הונחו מתצוגת הרכזת",السبب والنتيجة مُثبتان، لا مفترضان من شاشة اللوحة,,
Low voltage & ELV,safety check,sf.elv.commission.3,,Anybody who will use the system has been shown how,כל מי שישתמש במערכת קיבל הדרכה,كل من سيستخدم المنظومة تلقّى شرحاً,,
Low voltage & ELV,template name,tpl.elv.office,,"Office data and CCTV, one floor",תקשורת ומצלמות למשרד — קומה,شبكة وكاميرات لمكتب — طابق,,
Low voltage & ELV,template description,tpl.elv.office,,"Structured cabling back to one cabinet, plus cameras on the entries. Every run certified.","כבילה מובנית לארון אחד, ומצלמות בכניסות. כל מהלך מאושר בבדיקה.",كبلنة منظّمة إلى كابينة واحدة، مع كاميرات على المداخل. كل تمديد معتمد بفحص.,,
Low voltage & ELV,template task,tpl.elv.ot.1,step 1,Agree the cabinet position and its power before pulling anything,סיכום מיקום הארון והזנתו לפני משיכת כבלים,الاتفاق على موقع الكابينة وتغذيتها قبل سحب أي كابل,,
Low voltage & ELV,template task,tpl.elv.ot.2,step 2,"Pull cable, keeping data clear of mains",משיכת כבלים בהפרדה ממתח רשת,سحب الكابلات مع فصلها عن تيار القوى,,
Low voltage & ELV,template task,tpl.elv.ot.3,step 3,"Terminate both ends and label to a scheme, not from memory","חיבור שני הקצוות וסימון לפי שיטה, לא מהזיכרון",توصيل الطرفين والترقيم وفق نظام، لا من الذاكرة,,
Low voltage & ELV,template task,tpl.elv.ot.4,step 4,Certify every run and keep the printout,אישור כל מהלך ושמירת ההדפסה,اعتماد كل تمديد والاحتفاظ بالتقرير,,
Low voltage & ELV,template task,tpl.elv.ot.5,step 5,Fire-stop every wall and floor the cable passed through,אטימת אש בכל קיר ורצפה שהכבל עבר,سدّ الحريق في كل حائط وأرضية مرّ بها الكابل,,
Low voltage & ELV,template task,tpl.elv.ot.6,step 6,"Set up cameras and prove the recording, not just the picture","הגדרת מצלמות והוכחת ההקלטה, לא רק התמונה",ضبط الكاميرات وإثبات التسجيل، لا الصورة فقط,,
Waterproofing & insulation,checklist title,sf.wp.torch,must be done before work,Torch-on membrane,יריעה בהלחמה,الرول بالحرق,,
Waterproofing & insulation,safety check,sf.wp.torch.1,CRITICAL — blocks sign-off,Hot work permit issued and the fire watch arranged,היתר עבודה חמה הונפק ושמירת אש סודרה,تصريح شغل ساخن صادر وحراسة الحريق مرتّبة,,
Waterproofing & insulation,safety check,sf.wp.torch.2,CRITICAL — blocks sign-off,Nothing combustible in the roof build-up under the flame,אין חומר דליק בהרכב הגג מתחת ללהבה,لا مادة قابلة للاشتعال في تركيب السطح تحت اللهب,,
Waterproofing & insulation,safety check,sf.wp.torch.3,CRITICAL — blocks sign-off,"Gas bottles upright, secured, and outside when not in use","מיכלי גז זקופים, מאובטחים, ומחוץ למבנה כשאינם בשימוש",أسطوانات الغاز قائمة ومثبّتة وخارج المبنى عند عدم الاستعمال,,
Waterproofing & insulation,safety check,sf.wp.torch.4,CRITICAL — blocks sign-off,Roof edge protected — the membrane goes right to the fall,שפת הגג מוגנת — היריעה מגיעה עד לקצה,حافة السطح محمية — الرول يصل حتى الحافة,,
Waterproofing & insulation,safety check,sf.wp.torch.5,CRITICAL — blocks sign-off,Fire watch continues for a full hour after the torch goes out,שמירת אש נמשכת שעה מלאה אחרי כיבוי המבער,حراسة الحريق تستمر ساعة كاملة بعد إطفاء الشعّالة,,
Waterproofing & insulation,checklist title,sf.wp.tank,must be done before work,Coating inside a tank or a shaft,ציפוי בתוך מיכל או פיר,الطلاء داخل خزان أو بئر,,
Waterproofing & insulation,safety check,sf.wp.tank.1,CRITICAL — blocks sign-off,Confined space permit issued and an attendant is outside,היתר חלל מוקף הונפק ומשגיח נמצא בחוץ,تصريح حيّز مغلق صادر ومراقب في الخارج,,
Waterproofing & insulation,safety check,sf.wp.tank.2,CRITICAL — blocks sign-off,Atmosphere tested and forced ventilation running,האטמוספרה נבדקה ואוורור מאולץ פועל,الجو مفحوص والتهوية القسرية تعمل,,
Waterproofing & insulation,safety check,sf.wp.tank.3,CRITICAL — blocks sign-off,Solvent vapour is heavier than air and collects at the bottom — extraction is low,אדי ממס כבדים מאוויר ומצטברים בתחתית — השאיבה נמוכה,بخار المذيب أثقل من الهواء ويتجمّع في القاع — الشفط منخفض,,
Waterproofing & insulation,safety check,sf.wp.tank.4,CRITICAL — blocks sign-off,"No ignition source at all, lighting included","אין כל מקור הצתה, לרבות תאורה",لا مصدر إشعال إطلاقاً، بما في ذلك الإنارة,,
Waterproofing & insulation,template name,tpl.wp.roof,,"Flat roof, membrane and insulation",גג שטוח — יריעה ובידוד,سطح مستوٍ — رول وعزل,,
Waterproofing & insulation,template description,tpl.wp.roof,,"Primer, insulation, torch-on membrane, and a flood test before anything goes on top.","יסוד, בידוד, יריעה בהלחמה, ובדיקת הצפה לפני שמניחים משהו מעל.",برايمر، عزل، رول بالحرق، وفحص غمر قبل وضع أي شيء فوقه.,,
Waterproofing & insulation,template task,tpl.wp.rt.1,step 1,Sweep and prime — a membrane over dust is a membrane that lifts,ניקוי ויסוד — יריעה על אבק היא יריעה שמתרוממת,كنس وبرايمر — رول فوق غبار هو رول ينفصل,,
Waterproofing & insulation,template task,tpl.wp.rt.2,step 2,Check the falls actually reach the outlets,בדיקה ששיפועים מגיעים למחסומים,فحص أن الميول تصل فعلاً للمصارف,,
Waterproofing & insulation,template task,tpl.wp.rt.3,step 3,"Insulation, then membrane with laps the right way round","בידוד, ואז יריעה עם חפיפות בכיוון הנכון",عزل، ثم رول بتراكب في الاتجاه الصحيح,,
Waterproofing & insulation,template task,tpl.wp.rt.4,step 4,Upstands and outlets detailed before the field is finished,רולקות ומחסומים מפורטים לפני סיום השטח,الوزرات والمصارف مُفصَّلة قبل إنهاء المسطح,,
Waterproofing & insulation,template task,tpl.wp.rt.5,step 5,"Flood test 24 hours, then sign it off",בדיקת הצפה 24 שעות ואז אישור,فحص غمر 24 ساعة ثم الاعتماد,,
Plastering & screed,checklist title,sf.ps.cement,must be done before work,"Cement, lime and skin","מלט, סיד ועור",الإسمنت والجير والجلد,,
Plastering & screed,safety check,sf.ps.cement.1,CRITICAL — blocks sign-off,"Gloves worn — wet cement burns through skin over hours, painlessly at first","כפפות מורכבות — מלט רטוב כווה עור לאורך שעות, בתחילה ללא כאב",قفازات مرتداة — الإسمنت الرطب يحرق الجلد خلال ساعات، بلا ألم في البداية,,
Plastering & screed,safety check,sf.ps.cement.2,CRITICAL — blocks sign-off,Eye protection worn when mixing or spraying,מגן עיניים בעת ערבוב או התזה,واقي العينين عند الخلط أو الرش,,
Plastering & screed,safety check,sf.ps.cement.3,CRITICAL — blocks sign-off,Clean water available to wash cement off skin immediately,מים נקיים זמינים לשטיפת מלט מהעור מיד,ماء نظيف متوفر لغسل الإسمنت عن الجلد فوراً,,
Plastering & screed,safety check,sf.ps.cement.4,,"Bags lifted with two hands and knees, or moved on a barrow","שקים מורמים בשתי ידיים ובברכיים, או מועברים בעגלה",الأكياس تُرفع بيدين وركبتين، أو تُنقل بعربة,,
Plastering & screed,checklist title,sf.ps.spray,must be done before work,Render spray pump,משאבת התזת טיח,مضخة رش اللياسة,,
Plastering & screed,safety check,sf.ps.spray.1,CRITICAL — blocks sign-off,Hose and couplings checked for wear before pressurising,צינור ומחברים נבדקו לבלאי לפני העלאת לחץ,الخرطوم والوصلات مفحوصة للتآكل قبل الضغط,,
Plastering & screed,safety check,sf.ps.spray.2,CRITICAL — blocks sign-off,"Nobody in front of the nozzle, and it is never pointed at a person","אין איש מול הזרבובית, והיא אינה מכוונת לאדם",لا أحد أمام الفوهة، ولا تُوجّه نحو شخص أبداً,,
Plastering & screed,safety check,sf.ps.spray.3,CRITICAL — blocks sign-off,Pressure released before any blockage is cleared,הלחץ שוחרר לפני שחרור כל סתימה,الضغط مُفرَّغ قبل إزالة أي انسداد,,
Plastering & screed,template name,tpl.ps.room,,"Render and skim, one room",טיח ושפכטל לחדר אחד,لياسة ومعجون لغرفة واحدة,,
Plastering & screed,template description,tpl.ps.room,,"Base render over block, mesh at every junction of two materials, then a finish coat.","הרבצה על בלוק, רשת בכל מפגש בין שני חומרים, ואז שכבת גמר.",لياسة أساس على البلوك، شبك عند كل وصلة بين مادتين، ثم طبقة تشطيب.,,
Plastering & screed,template task,tpl.ps.rt.1,step 1,Key coat over anything smooth or dusty,יסוד הצמדה על כל משטח חלק או מאובק,طبقة ربط فوق أي سطح أملس أو مغبّر,,
Plastering & screed,template task,tpl.ps.rt.2,step 2,Mesh over every junction of two materials — that is where it cracks,רשת בכל מפגש בין שני חומרים — שם נסדק,شبك فوق كل وصلة بين مادتين — من هناك يتشقق,,
Plastering & screed,template task,tpl.ps.rt.3,step 3,Beads to every corner and reveal,פינות לכל זווית ומלבן,زوايا لكل ركن وفتحة,,
Plastering & screed,template task,tpl.ps.rt.4,step 4,Base coat and rule off flat,שכבת בסיס ויישור בסרגל,طبقة الأساس والتسوية بالقدّة,,
Plastering & screed,template task,tpl.ps.rt.5,step 5,Finish coat once the base has taken up,שכבת גמר לאחר התייצבות הבסיס,طبقة التشطيب بعد شدّ الأساس,,
Tiling & marble,checklist title,sf.tl.cutting,must be done before work,Cutting tile and stone,חיתוך אריחים ואבן,قص البلاط والحجر,,
Tiling & marble,safety check,sf.tl.cutting.1,CRITICAL — blocks sign-off,"Wet saw in use, or on-tool extraction where cutting dry","מסור רטוב בשימוש, או שאיבה על הכלי בחיתוך יבש",منشار مبلّل مستخدم، أو شفط على العدة عند القص الجاف,,
Tiling & marble,safety check,sf.tl.cutting.2,CRITICAL — blocks sign-off,Eye protection worn — a porcelain chip does not wait,מגן עיניים מורכב — רסיס פורצלן אינו ממתין,واقي العينين مرتدى — شظية البورسلان لا تنتظر,,
Tiling & marble,safety check,sf.tl.cutting.3,CRITICAL — blocks sign-off,Blade correct for the material and undamaged,הדיסק מתאים לחומר ואינו פגום,القرص مناسب للمادة وغير تالف,,
Tiling & marble,safety check,sf.tl.cutting.4,,Wet saw fed from an RCD-protected supply,המסור הרטוב מוזן ממקור מוגן ממסר פחת,المنشار المبلّل مغذّى من مصدر محمي بقاطع تسريب,,
Tiling & marble,checklist title,sf.tl.kneel,,Working on your knees all day,עבודה על הברכיים לאורך היום,العمل على الركبتين طوال اليوم,,
Tiling & marble,safety check,sf.tl.kneel.1,,Knee pads or a kneeling board in use,מגני ברכיים או לוח כריעה בשימוש,واقيات ركب أو لوح ركوع مستخدم,,
Tiling & marble,safety check,sf.tl.kneel.2,,Adhesive and grout handled in gloves — cement burns skin,דבק ורובה מטופלים בכפפות — מלט כווה עור,اللاصق والقصارة يُستعملان بقفازات — الإسمنت يحرق الجلد,,
Tiling & marble,safety check,sf.tl.kneel.3,,Area ventilated where epoxy grout or solvent is in use,האזור מאוורר בשימוש ברובה אפוקסי או ממס,المنطقة مهوّاة عند استعمال قصارة إيبوكسي أو مذيب,,
Tiling & marble,template name,tpl.tl.bathroom,,"Bathroom, floor and walls",חדר רחצה — רצפה וקירות,حمّام — أرضية وحيطان,,
Tiling & marble,template description,tpl.tl.bathroom,,"Wet-area waterproofing, then porcelain floor and ceramic walls, grouted and sealed.","איטום אזור רטוב, ואז רצפת פורצלן וקירות קרמיקה, רובה ואיטום.",عزل المنطقة الرطبة، ثم أرضية بورسلان وحيطان سيراميك، قصارة وإغلاق.,,
Tiling & marble,template task,tpl.tl.bt.1,step 1,Check the substrate is flat and the falls run to the drain,בדיקת מישוריות המצע ושיפועים למחסום,فحص استواء الأساس والميول باتجاه المصرف,,
Tiling & marble,template task,tpl.tl.bt.2,step 2,"Waterproof, taping every corner and wall-to-floor junction","איטום, עם סרט בכל פינה ומפגש קיר-רצפה",عزل مع شريط في كل زاوية ووصلة حيط-أرضية,,
Tiling & marble,template task,tpl.tl.bt.3,step 3,Flood test 24 hours and look at the ceiling below,בדיקת הצפה 24 שעות ובדיקת התקרה שמתחת,فحص غمر 24 ساعة والنظر للسقف تحته,,
Tiling & marble,template task,tpl.tl.bt.4,step 4,"Set out from the most visible corner, not the door","סימון מהפינה הבולטת ביותר, לא מהדלת",التعليم من الزاوية الأبرز، لا من الباب,,
Tiling & marble,template task,tpl.tl.bt.5,step 5,"Tile walls, then floor",ריצוף קירות ואז רצפה,تبليط الحيطان ثم الأرضية,,
Tiling & marble,template task,tpl.tl.bt.6,step 6,"Grout, then silicone every movement joint","רובה, ואז סיליקון בכל מישק תנועה",قصارة، ثم سيليكون في كل فاصل حركة,,
Drywall & gypsum,checklist title,sf.gb.access,must be done before work,Working above head height on boards,עבודה מעל גובה הראש בלוחות,العمل فوق مستوى الرأس بالألواح,,
Drywall & gypsum,safety check,sf.gb.access.1,CRITICAL — blocks sign-off,"Platform or tower in use, not a stack of boards or a bucket","פלטפורמה או מגדל בשימוש, לא ערימת לוחות או דלי",منصة أو برج مستخدم، لا كومة ألواح ولا دلو,,
Drywall & gypsum,safety check,sf.gb.access.2,CRITICAL — blocks sign-off,"Stilts permitted on this site, or not in use at all","קביים מותרים באתר הזה, או שאינם בשימוש כלל",الركائز مسموحة في هذا الموقع، أو غير مستخدمة إطلاقاً,,
